0,4676,935,61,245.2,300,3,3,1
0,8377,1675,16,85.12,2727,1,6,7
0,16922,3549,67,201,3812,2,7,6
0,4720,944,1,6,1598,2,72,14
0,9799,1960,46,238.28,926,3,6,1
0,500,85,1,3,287.4,2,101,1
0,5940,297,13,13,2344,2,24,1
1,500,45,43,64.5,791,2,35,8
0,500,100,1,6,3450,2,65,1
0,7142,1428,1,6,2385,3,25,2
0,500,100,37,134.31,2593,3,76,8
0,12995,2599,1,6,265.7,2,10,16
0,4203,588,1,6,3440,3,55,1
0,500,100,15,113.1,4333,2,6,13
0,4840,290,43,154.37,2729,3,6,1
0,3977,795,24,94.08,5002,2,78,1
0,267,123,70,98,3237,2,19,6
0,1397,279,42,150.78,2916,3,34,6
0,12519,1002,1,6.11,2002,3,123,7
0,500,100,11,0,300,2,13,5
0,4844,533,14,0,3666,3,7,1
1,2556,511,52,78,300,2,3,2
0,3815,763,5,44.7,1881,2,6,9
0,4451,890,68,120.36,300,2,25,1
0,6697,603,1,6,1578,3,6,5
1,500,60,1,4,5577,2,35,7
0,1588,318,2,6,2255,3,67,1
0,8905,1781,21,189.84,3694,1,81,14
0,500,75,1,10,300,2,3,6
0,6400,1280,1,6,5888,3,32,1
1,4478,896,53,185.5,1365,2,6,25
0,9665,1933,34,102,2034,3,48,8
0,500,100,31,170.5,3626,2,76,1
0,11220,1683,6,7.08,4009,2,6,12
0,500,70,17,50.66,300,2,4,1
1,3272,654,24,33.6,10068.9,2,71,4
1,12245,2204,56,164.9,1151,2,57,46
0,8496,1020,12,41.52,300,2,78,8
0,9116,638,43,255.6,3559,3,20,4
1,6087,1035,1,0,2225,1,6,2
0,500,100,7,24.99,6942,2,40,7
0,500,80,14,42,2211,2,25,8
0,500,100,79,83.74,2465,3,101,10
0,2212,155,3,0,4404,2,28,1
0,5596,895,9,50.49,6155,2,100,1
0,4994,999,1,6,3653,2,27,6
0,4927,985,5,0,1169,2,146,1
1,4848,970,22,33,3938,2,8,1
0,500,100,19,88.54,3626,3,6,22
0,500,100,35,105,3096,1,74,5
0,7146,1286,80,0,1487,2,6,4
0,1895,246,49,147,497,3,6,7
0,3885,272,23,90.16,300,1,111,2
1,10689,1496,1,6,3186,2,103,13
0,8741,1748,10,12.1,2216,3,24,1
0,5034,604,38,133.76,1031,3,88,8
0,2790,558,6,0,4615,1,7,7
0,1585,190,38,114,1153,3,64,6
0,7872,1023,1,6,3466,1,9,28
0,6744,1349,60,126.4,5124,1,6,14
0,500,90,65,133.25,300,2,14,13
0,10398,2080,15,104.85,300,3,89,5
0,227,91,177,211.3,1729,1,6,3
1,11828,2366,59,29.5,3164,2,62,1
0,500,-27,26,78,300,2,2,1
0,1153,208,8,0,2849,3,6,16
0,500,100,26,78,300,4,26,15
0,1607,321,37,111,6019,3,6,1
1,439,83,74,214.6,5516,2,6,1
0,5325,1065,14,96.04,2635,2,6,1
0,5579,669,34,102,3584,2,14,1
0,5548,1054,54,173.8,300,2,63,29
0,4096,614,27,122.58,4725,2,26,10
0,760,190,45,163.4,1766,1,69,12
0,500,55,12,29.16,5872,2,34,12
0,5077,406,63,177.03,3911,1,52,6
0,2288,206,47,106.69,1357,2,91,6
0,6049,968,53,159,300,1,125,11
0,7652,459,1,6,2501,2,58,1
0,2403,481,1,6.29,2605,2,58,1
0,8011,1602,26,120.38,4675,3,6,6
0,1768,354,1,6,6067,2,9,16
0,6090,1096,1,6,3887,2,25,22
1,500,55,1,4,375.5,1,5,43
0,1243,87,45,135,709,2,6,1
0,3128,626,26,209.2,384,4,7,1
0,3288,362,59,240.1,4885,2,38,1
